id	normalized_accidents
28109	3.633918999945491e-05
13147	0.00035298270384751147
13293	0.000304703865930299
47089	0.0002447197018184557
13115	0.00014481510214636668
26037	0.00021901853927517743
28123	3.526217426566522e-05
13141	0.0004634457189201715
13093	0.0022385904101675327
13207	0.0013736773714497865
21125	0.00011649386742997886
12063	0.00026894511450855453
47055	0.00010289477294553437
13075	0.00011655690891077568
26055	5.4369692158803004e-05
13221	0.0004758667573079538
13199	0.0008066046688176124
13243	0.00013978194017332958
21009	6.850253459377997e-05
26133	0.0002157218051600656
13179	0.0003574271742132541
12091	7.490262658543893e-05
12129	6.270968551092716e-05
26121	0.00026552452638505675
21151	6.69882100750268e-05
13273	0.00033840947546531303
13143	0.0006591729114626701
13001	0.0003256621797655232
26127	0.00030395136778115504
13027	0.00019062142584826535
47107	0.00020888720091150778
13211	0.0013257471137380545
5035	0.00018238929982774342
13313	0.00011504390842504888
13145	0.000327069457659372
13095	0.00024344092684600152
47121	8.364700961940611e-05
13031	0.0003480216308829041
12039	0.0004125860459056264
13081	0.00030577032280609795
47123	2.17964646134397e-05
13123	0.00040124385595345565
13195	0.00020818153429790777
13233	0.0002642642642642643
13171	0.0003243243243243243
21021	0.00010022383322754152
13255	0.0003871767074492799
21099	0.00010789232346118574
12047	0.0006289747711230693
47059	7.298098115631067e-05
21091	0.00011457378551787351
28077	7.817385866166354e-05
12061	0.0007140590288797207
13133	0.0017163825757575758
13215	0.0001376160817133712
13169	0.0003149385869755397
47147	0.00020235892691951893
26025	0.000543276028875493
13009	0.00035373969180429353
13237	0.00013935987364704789
12083	0.0004572026673031081
47013	0.00022697467971350752
47165	8.373199064434558e-05
13029	0.00025114410090411874
13077	0.0007976128586587285
13129	0.00026346758470482853
13137	0.0003852865852276591
13033	0.00035428014702626096
13217	0.0003846153846153846
13213	0.0001015873015873016
13185	0.00020989662591173848
13039	0.0002479118196727564
13245	0.004628321960743505
12089	7.499156344911198e-05
12023	0.0003322883106751232
21163	7.146685724495266e-05
47163	6.400491557751636e-05
13055	0.00044308386369129143
13131	0.00012075350185155371
47021	0.0001006669183339625
47141	0.00013162570913350795
12085	0.0005870248570310428
13015	0.0008999419392297271
47031	0.00016544421772459052
47149	0.0001171028748755782
26139	0.0008523918043584696
13191	0.00028453549580310136
28067	5.8426572405129845e-05
28075	5.1702298167153525e-05
47105	0.0003505491937368544
13057	0.0006159264525943317
26017	0.000296738745465162
12111	0.0005918185177071448
26005	0.0005739379973042307
13045	0.0005166935060237852
26093	0.0004878514386314706
13225	0.0018674136321195146
13113	0.0005209456060932671
12021	0.0005310049405356581
13073	0.000454308129403229
13117	0.0003676620776992524
13059	0.0001120950566080036
13285	0.00048624220582346554
13035	0.002825931081024084
13321	0.0007239731647280274
28031	0.00031302170283806343
47155	4.150669295423887e-05
13177	0.00010269752156647952
21047	4.1747843028110216e-05
26111	0.0002758322939652691
12113	0.00017658277023049941
47093	0.0002589707011960935
13105	0.00031343049678733735
13119	0.0009869011304503858
26075	0.0005747816145678715
21203	0.00029640168356156267
28089	0.00024063450506295
13289	0.001091570648878108
12017	0.00056002800140007
28073	0.00022848935892414156
12119	0.001286937989261855
47187	0.00013710525113111828
12035	0.0006054904006483403
13153	0.00037576636561408136
13205	0.00022255853289415118
47011	0.00015350224976734816
47189	9.061527773582628e-05
13139	0.0006004386255043937
12087	0.0001558805954638747
28081	1.1787726619044251e-05
13149	0.0006046993780234968
28035	0.0007531015894407231
26105	6.939143709666228e-05
26081	0.005168287709631682
13151	0.0011935548040580865
26079	0.00023152167621693585
13011	0.0013645543365536814
21157	0.00012790586128609343
12033	0.00011234620606862107
12015	0.000782120390272448
26147	0.00028850254634856117
47063	0.0001413649571978324
12001	0.0004881057335396746
12117	0.0012992000702270311
12053	0.004354780398558265
13269	0.0006106497313141183
21093	9.342214665408582e-05
13021	0.000594072333202768
12105	0.0007669954790794852
26099	0.0008564137214974808
28033	5.122105299102494e-05
12109	0.00015319409692079864
47145	7.56687223336234e-05
28047	9.875031476662832e-05
26045	0.0006778729446251088
12003	0.0002870264064293915
28059	0.00014123994548138102
28121	0.00021778296937179512
13227	0.0004239913897133166
13047	0.0001960961776329683
47081	0.00012165450121654502
47153	0.0001356208042313691
47113	1.0252729789306404e-05
13097	0.0007189579339122589
13063	0.0015663219327983519
47125	7.196537437415827e-05
13247	0.0007638647060805878
12051	0.0006233947584968706
12097	0.0024664672963609986
47115	0.0004938097421607703
12131	0.0002598990979972481
13219	0.0002983374467738873
47119	6.700466799187011e-05
13301	0.002991213310899233
12011	0.0015243256975907185
13065	0.00044372134299659803
26077	0.00044390529510135196
12069	0.0010097147705139388
12115	0.00344045304544255
21235	0.00013849264604049526
12071	0.0016196327171346069
13157	0.0013824884792626726
13297	0.0007343696104503022
26049	0.012580062166636912
47065	0.0003940110323089047
12099	0.0011885207498497983
12009	0.0012574956091578936
13067	0.001517574339100383
12031	0.0005583177465129438
13127	9.496563431108368e-05
13121	0.005214556562245163
12005	7.634253806220827e-05
26161	0.0006685075636855777
26145	0.00045708349564991564
13013	0.0004027804846358735
12081	0.003894491771487632
47035	0.0003076607527433084
13135	0.000913532543077975
26021	0.00034957565399778597
47037	0.0011448438386453895
13083	0.0005548705302096178
26125	0.001472273775782775
47157	0.00029676789868045034
26163	0.002101022956147253
12127	0.0011177368382231957
12093	0.0005648884959229787
12101	0.0032455498706682696
12103	0.0031684009255394554
12057	0.002643029534587843
13051	6.582753877761725e-05
28049	0.0005944714158327552
12095	0.005145515355404376
26065	0.0005863342726178445
46099	2.680648931493336e-05
20149	8.470269354565475e-05
20117	0.0002044362669937647
48229	0.00047103155911446063
48141	7.995093160734784e-05
21023	0.0003585514521333812
21239	0.0001531804082257879
21185	0.00018351710532352536
21161	0.00023280176929344664
21097	0.00010772959870724483
26027	0.0002339728591483388
21049	5.5767782951788747e-05
21089	0.00019550888168919675
21135	0.00014843402107763098
21205	0.0003682789098944267
21103	0.0001893461247159808
21029	0.00017669851447034622
21043	0.00018321729571271528
21037	0.00045624898158709473
21067	0.00032213875110246513
21077	0.0006887842957180576
26023	6.898137502874224e-05
21211	0.00010692442581583337
21041	0.0011285620238878965
21081	0.00016054585591009432
26149	0.0002466740120705817
21173	0.0001806488908158104
21209	0.00016853616973464916
26115	0.0006232116172006407
21019	0.00018707518343761046
21073	0.0004770138930296345
21011	0.00032666394446712944
21015	0.0007431203313078144
26091	0.00018274297200986808
21117	0.001086982924044791
21111	0.0005171216772978373
