id	normalized_accidents
12075	5.0214667704436464e-05
13317	0.00020387359836901122
13249	0.00019331142470520006
13005	8.848774444739404e-05
13167	0.00020695364238410601
13017	5.808550185873606e-05
13279	3.684055408193339e-05
13307	0.0007648183556405354
13023	0.00015556938394523958
13287	0.0001259287243420224
13193	0.00014829094683769555
13061	0.0006655574043261231
26085	8.433125316242199e-05
26143	8.407247046954474e-05
26009	0.00017334777898158181
26101	4.0956749672346e-05
48499	2.2851919561243146e-05
48051	5.600672080649678e-05
48143	2.416860015467904e-05
48001	1.737619461337967e-05
48281	4.863813229571985e-05
48035	5.551237926057511e-05
48221	7.054300477928857e-05
48481	2.399923202457521e-05
48133	5.4761513608236134e-05
48213	2.49597523992562e-05
48185	0.00014542810398109434
48149	7.983713225020958e-05
48331	4.0500587258515256e-05
48467	9.194894994299164e-05
48313	0.0003540574989378275
48423	4.4376597557512075e-05
48289	0.0005813953488372093
48395	0.00029737123825383614
48225	4.363953742090334e-05
48041	2.725340213303294e-05
48145	0.00028883368956155044
48363	3.554165481944839e-05
48349	0.00024784683065865294
21191	6.862946949420081e-05
21187	9.38174312787316e-05
48077	0.0001951409893648161
28053	0.00011642798928862498
20057	2.8906746834711218e-05
20097	0.0007968127490039841
20193	0.00012743723716069835
20059	3.916960438699569e-05
48055	0.00031577157570016274
20133	0.00018677624206200967
48409	2.9707970648525e-05
48375	8.276501357346221e-06
48037	4.255590782390365e-05
20109	0.0007097232079489
28011	3.064570500444363e-05
48389	6.612881893929374e-05
28113	2.5228316262172666e-05
48089	0.00047551117451260106
20087	0.00010614584439019212
48175	0.00013322675193178793
48501	0.00023118714599468267
20061	5.692167577413479e-05
48169	0.00015375153751537516
48475	8.635578583765112e-05
48231	4.350521518767063e-05
46127	6.615944426066821e-05
48463	0.0001476668635558181
28085	8.727780525412388e-05
48215	2.350734251843564e-06
48471	0.00018083937290469762
48373	4.194806829145518e-05
5143	4.377555397963561e-06
48217	0.0005117561766127427
20085	7.536362951239732e-05
20121	6.076072426783326e-05
48187	0.00018106804278379186
48283	0.00013138877939823938
48343	0.00016095284081764043
28037	0.00012971851083149564
20161	5.321767358939904e-05
28151	2.1192726656211592e-05
48053	0.0003489487917648085
48279	7.572889057175312e-05
48371	0.0003785966683493185
48031	0.0006182107215402279
48161	0.0004068555154350811
20111	5.983545250560957e-05
48203	6.002400960384154e-05
48381	1.509536496818652e-05
20015	1.5008705048928378e-05
48177	0.00028822596915982127
48483	0.0001808645324651836
20127	0.00018011527377521613
20041	5.2756528620416775e-05
48005	6.836905616517964e-05
48323	6.880655038359652e-05
20167	0.00028555111364934324
48109	0.0013489208633093526
48329	2.4410784684673692e-05
46103	9.178943503602736e-06
48227	8.153946510110893e-05
48353	6.66000666000666e-05
48407	3.6069831193190024e-05
48355	1.1056259777879743e-05
5007	7.715037379356104e-06
48361	2.3659399287852082e-05
20071	0.0015661707126076742
5053	5.537405171936431e-05
5069	4.2613636363636374e-05
48111	0.0001371177841766077
5085	1.3923892006293601e-05
5119	1.5213521778156424e-05
48205	0.0003486142583231654
20191	8.633714655730629e-05
48455	0.00013743815283122595
48065	0.0004922067268252667
5049	8.267195767195767e-05
48245	1.1704530823881924e-05
5071	3.824091778202677e-05
48021	0.00044671423569608956
48015	0.0002361992171683088
48013	8.213046424244913e-05
48027	0.0002285345951568245
20177	6.725477228655017e-05
48071	0.00017392600690734712
20045	7.508885514525522e-05
46071	0.000304228780042592
48309	0.000246316359040416
48257	0.0003304244683555028
48135	1.2673869649250655e-05
48397	0.0006100693552530183
48367	0.0003021522537459132
48209	0.0004942307127687685
20197	0.0007266385699752942
48251	0.0002211397295952529
48167	0.0001550991113733266
48011	0.0005425935973955506
5131	7.844552350620113e-06
28001	0.000380191996958464
48339	0.00038509779504519503
48491	0.0010199554859576018
20173	2.7280450828935987e-05
28149	0.00017022725338326666
48091	0.0006178077501377043
48469	3.2441200324411996e-05
48199	1.7774617845716313e-05
48473	0.00047933851285226396
48039	0.00038442186908174046
48139	0.0004926780912582286
48157	0.00032826451662377256
48347	1.5222322012999865e-05
48121	0.00017824363181302244
48085	0.00023841842751920854
20091	0.0008550640786044536
48453	0.009594797008910106
48029	0.0014817079806999634
48201	0.0035168147163574443
48113	0.005294957968932956
20209	0.0011216607855263317
48439	0.0013565934540785464
21025	0.0001517220452131695
13267	7.906700929037359e-05
12045	6.226262374696469e-05
26097	0.0001866193897545955
26165	0.00012090801922437505
13049	7.789375292101573e-05
26155	0.000393982285389094
47179	7.862500589687544e-06
13007	0.0006277463904582549
12077	0.0002409058058299205
26011	0.00013217023526301876
13019	0.00015812776723592663
13085	0.00046594374788207384
26109	8.62217623728229e-05
13079	8.134049129656744e-05
28013	0.00013740982480247338
13283	0.0014916467780429596
26107	6.945248292626461e-05
47007	0.00013684570646595962
13163	0.0003172588832487309
47017	3.584357862288971e-05
13309	0.00037504688086010754
12059	0.00010315127133941928
47009	3.118689526660897e-05
21237	0.00013902405116085083
21197	8.158603247124092e-05
47025	3.1648574231730856e-05
13303	0.00019664716582272257
47039	0.00017083796019475527
13209	0.00022244466688911132
13295	4.382633085958044e-05
26157	0.0001501557866286272
26033	5.302508086324832e-05
26095	0.0003155569580309246
12125	0.00013113034356150013
21165	0.00015518311607697082
47033	0.00020749757919490936
21051	9.688514266337259e-05
21083	2.689979825151311e-05
26039	0.00014528548597995058
13159	7.262691553489724e-05
13111	7.989773090444231e-05
28023	0.00012575452716297788
26119	0.000217296827466319
28079	8.77385391533231e-05
47177	4.9452315604678195e-05
13037	0.00031486146095717883
13161	0.00013373453694416582
13319	0.00033259423503325937
47057	4.33106674173849e-05
21013	7.344570526238479e-05
47167	1.63371998039536e-05
21179	6.594131223211343e-05
21215	5.484260173302621e-05
26117	0.00011116934267155813
21145	3.0609121518212435e-05
21101	2.1597805662944646e-05
28161	8.021175904387583e-05
28153	4.889736443205711e-05
12043	0.0011177347242921011
21059	2.998710554461581e-05
13305	6.677127499749608e-05
21113	3.831564427755853e-05
21071	5.408475080451067e-05
21127	0.00012624668602449185
21233	0.00015141191611779846
26067	0.00020260582257963967
47003	4.219231256065145e-05
26129	9.577626664112632e-05
26151	4.83336958360521e-05
26019	0.00034211426616489907
21195	3.3100526298368146e-05
21061	8.277460475126231e-05
26073	4.206924597888124e-05
13175	0.0002748298169210604
13299	0.00022406453058480846
47001	3.969146501197359e-05
28057	8.538980445734779e-05
13261	0.00013176966662274342
13087	7.495409061949555e-05
12133	0.0002043234849413592
26057	9.769679798744596e-05
13223	9.65474627326794e-05
12049	0.0014322964486393186
13241	6.071276789508834e-05
28163	0.00010743061772605192
13071	0.00010990943462586828
13275	4.447607187333215e-05
13265	0.0018598884066955985
28051	0.00016649092624451968
26007	3.4896705750977115e-05
26015	0.00025087807325639743
47075	0.00016847307238726346
26035	9.873942665306256e-05
26047	6.0838352497414364e-05
13091	0.0001919477902010653
26123	0.00016728702270921332
26089	0.0003717990426174653
47139	0.00017866714311238162
13183	0.00027252411838447703
26087	0.0001700448918514488
21035	5.160091849634924e-05
13107	0.00031223515767875466
28015	0.00019642506383814572
47061	0.0005277442702050665
21183	4.140786749482402e-05
47159	0.00015428924089693478
47171	0.00022633395575171166
47043	3.85297064036372e-05
47173	0.00031209362808842653
21139	0.00021753317380900588
47029	0.0003982930298719773
13235	0.000354295837023915
21143	0.00012370113805047008
12073	5.923819678928974e-05
21169	0.000199860097931448
13257	0.00015586034912718204
13189	0.0004192481483206783
12065	0.00028698522026115655
13311	6.938662225922843e-05
28101	9.316625518237296e-05
26137	0.00032738582419381234
21031	0.00015769139793424266
21227	3.9527879013067917e-05
12121	0.00011405890001596823
13043	0.0006453397252696597
13277	0.0006164924048135728
13155	0.00010733068584308254
13315	0.00022637238256932653
21085	7.666360012266175e-05
28107	5.84095090680763e-05
26159	0.0005048894557823129
21005	0.000135464643727987
12079	0.00027323897480736653
26029	0.00015266010228226853
13263	0.0009442870632672332
28029	0.00020932910023375084
12019	5.3076763475466466e-05
12107	0.0004421232971344884
13259	0.0008312551953449709
13231	0.00033542039355992836
47085	0.0003811183100125224
12055	0.0006164926461234355
28137	0.00014123296377374482
13103	0.00010222858311183808
28045	2.143806542897569e-05
